Category,PTG,Attributes,combi,Close_Value
Home,Home Decorative Objects,Plaque and Sign Type,HomeHome Decorative ObjectsPlaque and Sign Type,Address Plaque$LED Sign$Personalized Plaque$Personalized Sign$Plaque$Sign$Unfinished Plaque$Unfinished Sign$Lawn Sign Kit$Lawn Sign Set$LED Yard Sign$Personalized Yard Sign$Yard Sign
Home,Home Decorative Objects,Power Type,HomeHome Decorative ObjectsPower Type,Battery Powered$Corded Electric$Corded Electric with Battery Backup$Pendulum and Weight$Wind-Up
Home,Home Decorative Objects,Product Type,HomeHome Decorative ObjectsProduct Type,Alarm Clocks$Baskets$Bookends$Centerpieces$Cork Holders$Decoration$Decorative Balls$Decorative Bottles$Decorative Bowls$Decorative Boxes$Decorative Clocks$Decorative Pillow Covers$Decorative Pillow Inserts$Decorative Pillows$Decorative Plates$Decorative Stones$Doilies$Figurines & Knick-Knacks$Finials$Floor Clocks$Geographic Globes$Globe Stands$Home Decor Masks$Magazine Racks & Holders$Mirrors$Music Boxes$Piggy Banks & Money Jars$Plaques & Signs$Poufs$Quilt Racks & Blanket Holders$Refrigerator Magnets$Slipcovers$Umbrella Racks & Stands $Vases$Yard Signs
Home,Home Decorative Objects,Quilt Rack and Blanket Holder Type,HomeHome Decorative ObjectsQuilt Rack and Blanket Holder Type,Blanket Holder$Blanket Holder Shelf$Blanket Ladder$Blanket Rack$Over the Door Blanket Holder$Over the Door Quilt Rack$Quilt Holder$Quilt Ladder$Quilt Rack$Quilt Rack & Blanket Holder$Quilt Rack & Blanket Ladder$Quilt Rack Shelf
Home,Home Decorative Objects,Recommended Location,HomeHome Decorative ObjectsRecommended Location,Indoor$Outdoor
Home,Home Decorative Objects,Recommended Room,HomeHome Decorative ObjectsRecommended Room,Bathroom$Bedroom$Closet$Dining Room$Entryway$Kitchen$Living Room
Home,Home Decorative Objects,Refrigerator Magnet Type,HomeHome Decorative ObjectsRefrigerator Magnet Type,Push Pin Refrigerator Magnets$Refrigerator Magnet Clamps$Refrigerator Magnet Hooks$Refrigerator Magnets
Home,Home Decorative Objects,Retail Packaging,HomeHome Decorative ObjectsRetail Packaging,Bag$Pieces
Home,Home Decorative Objects,Shape,HomeHome Decorative ObjectsShape,Arch$Cylinder$Diamond Shaped$Half-Round$Heart Shaped$Novelty Shaped$Oval$Rectangle$Round$Specialty Shaped$Square$Sunburst$Triangle
Home,Home Decorative Objects,Slipcover Type,HomeHome Decorative ObjectsSlipcover Type,Furniture Throw$Slipcover
Home,Home Decorative Objects,Sport Type,HomeHome Decorative ObjectsSport Type,Archery$Baseball$Basketball$Boxing$Football$Hockey$Skateboarding$Soccer$Wrestling
Home,Home Decorative Objects,Sports League,HomeHome Decorative ObjectsSports League,AFL$ASA$AYSO$Babe Ruth$Blast Pro Series$Cal Ripken$Call of Duty World League$CFL$College$CONCACAF$Dixie Baseball$DreamHack$ELEAGUE$ESL$Esports$FACEIT$FEI$FIA$FIBA$FIFA$FINA$FISA$FIVB$High School$IAAF$IBSF$IBU$ICC$IGFA$IHL$IMCA$INDYCAR$Intel Extreme Masters$International Ocean Racing Federation$IOC$IPRA$IRB$ISF$ITF$ITU$Little League$LPGA$MiLB$MISL$MLB$MLS$Mountain Dew League$NASCAR$NBA$NCAA$NCATA$NFL$NHL$NIFL$NTRA$Overwatch League$PBA$PGA$Pony League$Premier League$Serie A$Tee-Ball$UCI$UFC$USA Archery$USAG$USARA$USBC$USTA$USYSA$WA$WBA$WBC$WBO$WCF$WNBA$WWE
Home,Home Decorative Objects,Sports Team,HomeHome Decorative ObjectsSports Team,100 Thieves$Air Force Falcons$Akron Zips$Alabama A&M Bulldogs$Alabama Crimson Tide$Alabama State Hornets$Alabama State University Hornets$Alaska Anchorage Seawolves$Albuquerque Isotopes$Anaheim Ducks$Angelo State Rams$Appalachian State Mountaineers$Arizona Cardinals$Arizona Coyotes$Arizona Diamondbacks$Arizona State Sun Devils$Arizona Wildcats$Arkansas Razorbacks$Arkansas State Red Wolves$Arkansas-Pine Bluff Golden Lions$Army Black Knights$Arsenal$Aston Villa$Astralis$Atlanta Braves$Atlanta Dream$Atlanta Falcons$Atlanta Hawks$Atlanta Reign$Atlanta Thrashers$Atlanta United FC$Auburn Tigers$Austin Peay State Governors$Ball State Cardinals$Baltimore Orioles$Baltimore Ravens$Baylor Bears$Bemidji State Beavers$Boise State Broncos$Boston Bruins$Boston Celtics$Boston College Eagles$Boston Red Sox$Boston University Terriers$Boston Uprising$Bowling Green Falcons$Brigham Young Cougars$Brooklyn Nets$Buffalo Bills$Buffalo Bison$Buffalo Bisons$Buffalo Bulls$Buffalo Sabres$Butler Bulldogs$Calgary Flames$California Golden Bears$Carolina Hurricanes$Carolina Panthers$Central Connecticut Blue Devils$Central Michigan Chippewas$Central Missouri Mules$Charlotte 49ers$Charlotte Bobcats$Charlotte Hornets$Charlotte Knights$Chelsea$Chengdu Hunters$Chicago Bears$Chicago Blackhawks$Chicago Bulls$Chicago Cubs$Chicago Fire$Chicago Sky$Chicago State Cougars$Chicago White Sox$Chivas USA$Cincinnati Bearcats$Cincinnati Bengals$Cincinnati Reds$Citadel Bulldogs$Clemson Tigers$Cleveland Browns$Cleveland Cavaliers$Cleveland Indians$Cleveland State Vikings$CLG$Cloud9$Clutch Gaming$Coastal Carolina Chanticleers$Colgate Raiders$College of Charleston Cougars$Colorado Avalanche$Colorado Buffaloes$Colorado Rapids$Colorado Rockies$Colorado State Rams$Columbus Blue Jackets$Columbus Clippers$Columbus Crew SC$Connecticut Huskies$Connecticut Sun$Cornell Big Red$Creighton Bluejays$D.C. United$Dallas Cowboys$Dallas Fuel$Dallas Mavericks$Dallas Stars$Davidson Wildcats$Dayton Flyers$Delaware Fightin' Blue Hens$Denver Broncos$Denver Nuggets$DePaul Blue Demons$Detroit Lions$Detroit Pistons$Detroit Red Wings$Detroit Tigers$Drexel Dragons$Duke Blue Devils$Durham Bulls$East Carolina Pirates$Eastern Illinois Panthers$Eastern Kentucky Colonels$Eastern Michigan Eagles$Echo Fox$Edmonton Oilers$El Paso Chihuahuas$Emory Eagles$Emporia State Hornets$Epsilon$Everton$Evil Geniuses$Fairfield Stags$FaZe Clan$FC Barcelona$FC Cincinnati$FC Dallas$Ferris State Bulldogs$Flash Wolves$Florida A&M Rattlers$Florida Atlantic Owls$Florida Gators$Florida International Golden Panthers$Florida Mayhem$Florida Panthers$Florida State Seminoles$FlyQuest$Fnatic$Fordham University Rams$Fort Hays State Tigers$Framingham State Rams$Fresno Grizzlies$Fresno State Bulldogs$Fulham$G2 Esports$Gambit$George Mason Patriots$George Washington Colonials$Georgetown Hoyas$Georgia Bulldogs$Georgia Southern Eagles$Georgia State Panthers$Georgia Tech Yellow Jackets$Golden Guardians$Golden State Warriors$Gonzaga Bulldogs$Grambling State Tigers$Grand Valley State Lakers$Green Bay Packers$Guangzhou Charge$Gwinnett Stripers$Hangzhou Spark$Harvard Crimson$Hawaii Rainbow Warriors$Hofstra Pride$Houston Astros$Houston Cougars$Houston Dynamo$Houston Outlaws$Houston Rockets$Houston Texans$Idaho State Bengals$Idaho Vandals$Illinois Fighting Illini$Illinois State Redbirds$Indiana Fever$Indiana Hoosiers$Indiana Pacers$Indiana State Sycamores$Indianapolis Colts$Indianapolis Indians$Iowa Cubs$Iowa Hawkeyes$Iowa State Cyclones$Italy National Football Team$Jackson State Tigers$Jacksonville Jaguars$Jacksonville State Gamecocks$James Madison Dukes$Johns Hopkins Blue Jays$Juventus$Kansas City Chiefs$Kansas City Royals$Kansas Jayhawks$Kansas State Wildcats$Kennesaw State Owls$Kent State Golden Flashes$Kentucky Wildcats$LA Galaxy$La Salle Explorers$LAFC$Lamar Cardinals$Las Vegas 51s$LCS$Lehigh Mountain Hawks$Lehigh Valley IronPigs$Liberty Flames$Liverpool$London Spitfire$Long Beach State 49ers$Los Angeles Angels$Los Angeles Angels of Anaheim$Los Angeles Chargers$Los Angeles Clippers$Los Angeles Dodgers$Los Angeles Gladiators$Los Angeles Kings$Los Angeles Lakers$Los Angeles Rams$Los Angeles Sparks$Los Angeles Valiant$Louisiana Tech Bulldogs$Louisiana-Lafayette Ragin' Cajuns$Louisiana-Monroe Warhawks$Louisville Bats$Louisville Cardinals$LSU Tigers$Luminosity$Maine Black Bears$Manchester City$Manchester United$Marquette Golden Eagles$Marshall Thundering Herd$Maryland Terrapins$Massachusetts Minutemen$McNeese State Cowboys$Memphis Grizzlies$Memphis Redbirds$Memphis Tigers$Mexico National Football Team$Miami Dolphins$Miami Heat$Miami Hurricanes$Miami Marlins$Miami of Ohio Redhawks$MIBR$Michigan State Spartans$Michigan Wolverines$Middle Tennessee Blue Raiders$Milwaukee Brewers$Milwaukee Bucks$Minnesota Golden Gophers$Minnesota Lynx$Minnesota Timberwolves$Minnesota Twins$Minnesota United FC$Minnesota Vikings$Minnesota Wild$Minnesota-Duluth Bulldogs$Mississippi Rebels$Mississippi State Bulldogs$Missouri State Bears$Missouri Tigers$MIT Engineers$Montana Grizzlies$Montana State Bobcats$Montreal Canadiens$Montreal Expos$Montreal Impact$Morehead State Eagles$Mount Union Purple Raiders$Mousesports$Murray State Racers$Nashville Predators$Nashville Sounds$Natus Vincere$Navy Midshipmen$Nebraska Cornhuskers$Nevada Wolf Pack$New England Patriots$New England Revolution$New Hampshire Wildcats$New Jersey Devils$New Mexico Lobos$New Mexico State Aggies$New Orleans Baby Cakes$New Orleans Hornets$New Orleans Pelicans$New Orleans Privateers$New Orleans Saints$New York City FC$New York Excelsior$New York Giants$New York Islanders$New York Jets$New York Knicks$New York Liberty$New York Mets$New York Rangers$New York Red Bulls$New York Violets$New York Yankees$Newcastle United$Nicholls State Colonels$Ninjas in Pyjamas$Norfolk Tides$North$North Carolina A&T Aggies$North Carolina State Wolfpack$North Carolina Tar Heels$North Dakota State Bison$North Texas Mean Green$Northeastern Huskies$Northern Arizona Lumberjacks$Northern Illinois Huskies$Northern Iowa Panthers$Northern Michigan University Wildcats$Northern State Wolves$Northwest Missouri State Bearcats$Northwestern State Demons$Northwestern Wildcats$Norwich City$Notre Dame Fighting Irish$NRG$Oakland Athletics$Oakland Raiders$Ohio Bobcats$Ohio State Buckeyes$Oklahoma City Dodgers$Oklahoma City Thunder$Oklahoma Sooners$Oklahoma State Cowboys$Old Dominion Monarchs$Ole Miss Rebels$Omaha Storm Chasers$OpTic Gaming$Oregon Ducks$Oregon State Beavers$Orlando City SC$Orlando Magic$Ottawa Senators$Pacific Tigers$Paris Eternal$Pawtucket Red Sox$Penn Quakers$Penn State Nittany Lions$Pepperdine Waves$Philadelphia 76ers$Philadelphia Eagles$Philadelphia Flyers$Philadelphia Fusion$Philadelphia Phillies$Philadelphia Union$Phoenix Coyotes$Phoenix Mercury$Phoenix Suns$Pittsburg State Gorillas$Pittsburgh Panthers$Pittsburgh Penguins$Pittsburgh Pirates$Pittsburgh Steelers$Portland Pilots$Portland Timbers$Portland Trail Blazers$Princeton Tigers$Providence Friars$Purdue Boilermakers$Queens Park Rangers$Radford Highlanders$Reading$Real Madrid CF$Real Salt Lake$Renegades$Reno Aces$Rhode Island Rams$Rice Owls$Richmond Spiders$Rochester Red Wings$Rogue$Round Rock Express$Rutgers Scarlet Knights$Sacramento Kings$Sacramento River Cats$Saint Louis Billikens$Saint Mary's Gaels$Salt Lake Bees$Sam Houston State Bearkats$San Antonio Missions$San Antonio Silver Stars$San Antonio Spurs$San Diego Chargers$San Diego Padres$San Diego State Aztecs$San Diego Toreros$San Francisco 49ers$San Francisco Giants$San Francisco Shock$San Jose Earthquakes$San Jose Sharks$San Jose State Spartans$Santa Clara Broncos$Scranton/Wilkes-Barre RailRiders$Seattle Mariners$Seattle Seahawks$Seattle Sounders FC$Seattle Storm$Seoul Dynasty$Seton Hall Pirates$Shanghai Dragons$SK Gaming$SK Telecom T1$SMU Mustangs$South Alabama Jaguars$South Carolina Gamecocks$South Dakota Coyotes$South Florida Bulls$Southampton$Southeastern Louisiana Lions$Southern Illinois Salukis$Southern Jaguars$Southern Mississippi Golden Eagles$Spain National Football Team$Splyce$Sporting KC$St. Cloud State Huskies$St. Louis Blues$St. Louis Cardinals$St. Louis Rams$Stanford Cardinal$Stephen F. Austin Lumberjacks$Stoke City$Sunderland$Swansea City$Syracuse Chiefs$Syracuse Orange$Tacoma Rainiers$Tampa Bay Buccaneers$Tampa Bay Lightning$Tampa Bay Rays$Tarleton State Texans$TCU Horned Frogs$Team Dignitas$Team Envy$Team Liquid$Temple Owls$Tennessee State Tigers$Tennessee Tech Golden Eagles$Tennessee Titans$Tennessee Volunteers$Texas A&M Aggies$Texas A&M University-San Antonio Jaguars$Texas Longhorns$Texas Rangers$Texas State Bobcats$Texas Tech Red Raiders$Texas-San Antonio Roadrunners$Toledo Mud Hens$Toledo Rockets$Toronto Blue Jays$Toronto Defiant$Toronto FC$Toronto Maple Leafs$Toronto Raptors$Tottenham Hotspur$Troy Trojans$Truman Bulldogs$TSM$Tulane Green Wave$Tulsa Golden Hurricane$Tulsa Shock$UC Davis Aggies$UCLA Bruins$UNC Wilmington Seahawks$United States Men's National Soccer Team$University of Alabama Birmingham Blazers$University of Central Florida Knights$University of Wisconsin-Stevens Point Pointers$UNLV Rebels$USC Trojans$UT Martin Skyhawks$Utah Jazz$Utah State Aggies$Utah Utes$UTEP Miners$UW Oshkosh Titans$Valparaiso Crusaders$Vancouver Canucks$Vancouver Titans$Vancouver Whitecaps FC$Vanderbilt Commodores$VCU Rams$Vegas Golden Knights$Vermont Catamounts$Villanova Wildcats$Virginia Cavaliers$Virginia Military Institute Keydets$Virginia Tech Hokies$Virtus.Pro$Wake Forest Demon Deacons$Washington Capitals$Washington Huskies$Washington Justice$Washington Mystics$Washington Nationals$Washington Redskins$Washington State Cougars$Washington Wizards$Weber State Wildcats$West Bromwich Albion$West Ham United$West Virginia Mountaineers$Western Carolina Catamounts$Western Illinois Leathernecks$Western Kentucky Hilltoppers$Western Michigan Broncos$Wichita State Shockers$Wigan Athletic$Winnipeg Jets$Winona State Warriors$Winthrop Eagles$Wisconsin Badgers$Wisconsin-Whitewater Warhawks$Wyoming Cowboys$Xavier Musketeers$Yale Bulldogs$Youngstown State Penguins
Home,Home Decorative Objects,Table Place Mat Type,HomeHome Decorative ObjectsTable Place Mat Type,Decorative Doily$Disposable Doilies$Embroidered Doily$Handmade Crocheted Doily
Home,Home Decorative Objects,Umbrella Rack and Stand Type,HomeHome Decorative ObjectsUmbrella Rack and Stand Type,Umbrella Rack$Umbrella Stand
Home,Home Decorative Objects,Vase Type,HomeHome Decorative ObjectsVase Type,Floor$Tabletop
Home,Home Decorative Objects,Watch Movement,HomeHome Decorative ObjectsWatch Movement,Electronic$Mechanical$Quartz$Radio Controlled
Home,Home Decorative Objects,Weaving Technique,HomeHome Decorative ObjectsWeaving Technique,Coiled Rope$Handwoven$Plaited$Twined$Woven
Home,Home Mats & Rugs,Age Group,HomeHome Mats & RugsAge Group,Adult$Child$Infant$Newborn$Preemie$Senior$Teen$Toddler$Tween
Home,Home Mats & Rugs,Character,HomeHome Mats & RugsCharacter,"4-Ever Best Friends$Adventure Time$Air Bud$Air Hogs$Alice in Wonderland$Aliens$Amazing Allyson$Amazing Amanda$Angry Birds$Anna$Annoying Orange$Aquaman$Ariel$Arya Stark$Aurora$Austin and Ally$Avatar$Avengers$Baby Alive$Baby Annabell$BABY born$Baby Boutique$Baby Butterscotch$Baby Shark$Backyardigans$Bakugan$Bambi$Bandana Bear$Barbie$Barbie Mariposa$Barney$Batgirl$Batman$Battleship$Battlestar Galactica$B-Daman$B-Daman Crossfire$Beatrix Potter$Beauty and the Beast$Belle$Ben 10$Betty Boop$Beyblade$Beyblade Shogun Steel$BeyWarriors$BeyWheelz$Billy Beats Dancing Piano$Bionicle$Black Panther$Black Widow$Blaze and the Monster Machines$Blue Collar Comedy$Blue Falcon$Blue Jean Teddy$Blue's Clues$Bob the Builder$Boyds Bear$Bozo the Clown$Bran Stark$Bratz$Bratzillaz$Brave$Breyer Horses$Brienne of Tarth$Brother Bear$Bubble Guppies$Buffy the Vampire Slayer$Bulbasaur$Cabbage Patch$Cabbage Patch Kids$Caillou$Call of Duty$Camp Rock$Candy Girl$Captain America$Captain Marvel$Care Bears$Care Bears & Cubs$Cersei Lannister$Charlie Brown$Charmander$Cheetah Girls$Child of Mine$Chobits$CHOU CHOU$Chronicles of Narnia$Chuggington$Cinderella$Classic Cult Movies$Clifford$Clown$Cold Nose Puppies$Cookie Monster$Cookie Pie$Crayola$Crib Life$Curious George$Cutie Boutique$Cutie Pops$Daenerys Targaryen$Dale Earnhardt$Daniel Tiger's Neighborhood$Daphne$Dark Knight$Darkseid$Darth Vader$DC Comics$DC Super Friends$DC Super Hero Girls$DC Superheroes$DC Universe$Deadpool$Dee Dee$Despicable Me$Diego$Digimon$Dinos$Dinosaur Train$Disney Fairies$Disney Pixar$Disney Pixar Cars$Disney Pixar Toy Story$Disney Pixar WALL-E$Disney Planes$Disney Princess$Disney Princess Frozen$Dizzy Dancers$Doc McStuffins$Doctor Strange$Doctor Who$Doggie Daycare$Domo$Donkey Kong$Doodle Bear$Doodle Bears, Dinos, Monsters, & Dolls$Dora the Explorer$Dr. Seuss$Dragon Ball Z$Dragon Tales$Drax the Destroyer$Dumbo$Dungeons & Dragons$Dynomutt$Easy Bake Oven$Edward Scissorhands$Elena of Avalor$Elmo$Elsa$Elvis$Emoji$EON Kid$Ever After High$Family Guy$Fantastic Four$Farberware$Felix The Cat$Ferbie$Fijit Friends$Finding Nemo$Flavas$Flintstones$Fortnite$Fred$Frozen$Fullmetal Alchemist$Furby$FurReal$G.I. Joe$Game of Thrones$Gamora$Garfield$Generator Rex$Ghost Rider$Ghostbusters$Glee$Gloworm$Go, Diego, Go!$Godzilla$Goldalicious$Golden Girls$Grave Digger$Green Hornet$Green Lantern$Grinch$Groot$Guardians of the Galaxy$Gumby$Gundam$Halo$hamilton$Hanazuki$Handy Manny$Hannah Montana$Hannibal Lecter$Happy Feet$Harley Quinn$Harry Potter$Hatchimals$Hawkman$Hellboy$Hello Kitty$He-Man$Hey Duggee$High School Musical$Hot Wheels$How To Train Your Dragon$Hulk$Hulk Hogan$Hummer$I Can Be Barbie$i-Dog$Indiana Jones$Inuyasha$Iron Man$Jaime Lannister$Jake and the Never Land Pirates$James Bond$Jasmine$Jersey Shore$Jimmy Neutron$John Deere$JoJo Siwa$Joker$Jon Snow$Jonas Brothers$Jorah Mormont$Jurassic World$Justice League$Justin Bieber$Kachooz$Kasey the Kinderbot$Katy Perry$Ken$Khal Drogo$Kim Possible$Kindergarten Babies$King Kong$Kingdom Hearts$Kiss$Knight Rider$Knights Kingdom$Knights of the Zodiac$KRE-O$Kung Fu Panda$Kung Zhu$La Dee Da$Lady and the Tramp$Lady Gaga$Lalaloopsy$Lazer Tag$LEGO$LEGO Star Wars$Lion Guard$Little Miss Sunshine$Little Mommy$Little People$Little Pet Shop$Little Pond$Little Princess$Little Red Riding Hood$Littlest Pet Shop$LOL Surprise$Lone Ranger$Looney Tunes$Lord of the Rings$Love n' Licks Puppies$M&M'S$Madagascar$Maisy$Maleficent$Marilyn Monroe$Mario Bros.$Marvel Superheroes$Marvin the Martian$Masha and the Bear$Mass Effect$Matchbox$Mater$Max Steel$Max-D$Megalodon$Megaman$Men in Black$Merida$Michael Jackson$Mickey Mouse$Miffy$Mighty Beanz$Mike the Knight$Minecraft$Minions$Minnie Mouse$Miss Spider's Sunny Patch Friends$MLB$Moana$Monster High$Monster Jam$Monster University$Monsters & Dolls$Monsters, Inc.$Monsuno$Moxie Girlz$Mr. Freeze$Mr. Potato Head$Mulan$Munster's$My Life As$My Little Pony$Naruto$NASCAR$NBA$NCAA$NeoPets$Nerf$NFL$NHL$Nightmare Before Christmas$Ninja$Novi Stars$Octonauts$Olaf$Olivia$One Direction$Pac-Man$Paper Jamz$Paw Patrol$Peanuts$Penbo$Peppa Pig$Phineas and Ferb$Pikachu$Pillow Pals$Pink Panther$Pinkalicious$Pirate$Pirates of the Caribbean$PJ Masks$Planes$Pocahontas$Pocoyo$Pokemon$Polly Pocket$Popeye$Pound Puppies$Power Rangers$Powerpuff Girls$Precious Moments$Princess Hearts by Disney$Princess Merida$Pucci Pets$Puffy Ami Yumi$Puppy Surprise$Purplelicious$Rainbow Brite$Rapunzel$Real Steel$Rescue Heroes$Rescue Pets$Riddler$Rihanna$Robin$Robosapien$Robotech$Robots$Rocket$Rugrats/ All Grown Up$Sansa Stark$Santa Claus$Scarface$Scooby Dum$Scooby-Doo$Scott Pilgrim$Scrappy Doo$Secret Life of Pets$Sesame Street$Shaggy$Shake It Up$She-Ra$Shimmer and Shine$Shopkins$Shrek$Silveralicious$Sing-A-Ma-Jig$Skeleton$Skeletor$Sky Dancers$Skylanders$Sleeping Beauty$Smurfs$Snoopy$Snow White$Sock Monkey$Sofia the First$Sonic Boom$Sonic the Hedgehog$Sonny Monroe$South Park$Speed Racer$Spider-Girl$Spider-Man$Spirit Riding Free$SpongeBob SquarePants$Squinkies$Squirtle$Star Trek$Star Wars$Star-Lord$Stars of Sport$Sting$Storm Hawks$Stormtrooper$Strawberry Shortcake$Sugarbunnies$Suicide Squad$Sunny Day$Sunset Shimmer$Super WHY!$Supergirl$Superheroes$Superman$Superman Returns$Surf's Up$Switch & Go Dinos$Tamagotchi$Tangled$Taz$Teacup Piggies$Team Umizoomi$Teddy Ruxpin$Teen Titans$Teen Trends$Teenage Mutant Ninja Turtles$Teletubbies$That's So Raven$The Addams Family$The Aristocats$The Backyardigans$The Dark Knight Rises$The Dog$The Flash$The Goon$The Hobbit$The Hunger Games$The Incredibles$The Last Airbender$The Legend of Zelda$The Lion King$The Little Mermaid$The Muppets$The Penguins of Madagascar$The Princess and the Frog$The Simpsons$The Wanted$Thomas & Friends$Thomas the Tank Engine$Thor$ThunderCats$Tiana$Timeless Treasures$Tinker Bell$TJ Bearytales$Toby Totbot$Tonka$Tony Hawk$Transformers$Trolls$Trollz$Tron$True Blood$Tsum Tsum$Turning Mecard$Twilight$Tyrion Lannister$Ugly Dolls$Umizoomi$Vampirina$VeggieTales$Vehicles$Velma$Victorious$Voltron$Walking Dead$Waterbabies$Weebles$Wiggles$Winnie the Pooh$Winnie the Pooh & Friends$Winx Club$Witch$Wizard of Oz$Wizards of Waverly Place$Wonder Pets!$Wonder Woman$World of Nintendo$Wow! Wow! Wubbzy!$WWE$WWF$X-Men$Yo Gabba Gabba!$Yu-Gi-Oh!$Yummy Land$Zoids$Zoolander"
